cell_label,X,Y,class,subclass
1104095349102340134-2,6.711920405249702,3.8550029000003656,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340113-1,6.700417545914839,3.854500305219813,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340124,6.71175699864982,3.868457798425816,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340099,6.696622369863436,3.8702629169288985,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340133,6.711834152557625,3.844341865065196,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340162,6.723664523949056,3.864944106616335,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340088-1,6.689342505657804,3.8585196133699418,06 CTX-CGE GABA,046 Vip Gaba
1104095349102340085-1,6.689621595647537,3.850037191543098,30 Astro-Epen,319 Astro-TE NN
1104095349202340072,6.688022169956395,3.8687716008298105,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340118-1,6.70587302341948,3.8823763510496594,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340170-1,6.727304408620672,3.8493348206489952,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340151-1,6.722049139202984,3.8777262443256175,30 Astro-Epen,319 Astro-TE NN
1104095349102340182,6.7306874775865735,3.857728598174054,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340119,6.702151833691103,3.836182044276078,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340161-1,6.722980291814861,3.8413821669030073,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340180-1,6.7314381898692925,3.8699013426180047,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340084-1,6.693730223903168,3.883512227142953,01 IT-ET Glut,007 L2/3 IT CTX Glut
1104095349102340069-1,6.684647552682115,3.877790492434702,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340058-1,6.677521482981952,3.8657850746655336,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340166,6.72314708784732,3.833823276566037,30 Astro-Epen,319 Astro-TE NN
1104095349202340135,6.7166683426773615,3.8299013908708295,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340199-1,6.738982405495186,3.85456953215798,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340065-1,6.679836147805831,3.8422817400050224,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340184,6.737534083929085,3.8751034125936754,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340109,6.701371381447755,3.8256163601043327,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102181034,6.673341444385036,3.846771067934767,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340098-1,6.700876893806889,3.896354717108936,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340146,6.724752717168399,3.893683666455093,30 Astro-Epen,319 Astro-TE NN
1104095349102340210-1,6.739583250688428,3.837731599995174,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181027,6.668271038758982,3.851972374984461,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340144-1,6.712034802708032,3.820419412611221,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340128,6.712472818958345,3.899616408276271,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340216-1,6.745286209339098,3.846673444446903,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340188,6.73125221409124,3.826004639898171,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340106,6.693427310999928,3.820615749201437,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181063,6.680234050704154,3.827353314672872,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340190,6.740570273857142,3.886318542733432,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181070,6.684986442850641,3.823636979298541,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340155,6.721856957059557,3.8193940290548127,31 OPC-Oligo,327 Oligo NN
1104095349102340215-1,6.74773457229832,3.8752809918569335,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340062,6.6741817981285685,3.830796146408442,30 Astro-Epen,319 Astro-TE NN
1104095349202180915,6.664625124454712,3.872120927615459,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181013-1,6.662486271865447,3.860786120017442,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340235,6.7526086647536,3.8521870714879776,33 Vascular,333 Endo NN
1104095349102340217-1,6.741507741252922,3.8282015915524585,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181020,6.663635242932374,3.838799971139265,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340234-1,6.749936621998611,3.8367450768443527,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181004-1,6.658902112022005,3.850546900895608,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340090,6.685908520373708,3.8155255207539134,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340167-1,6.721482645505982,3.810986175655046,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340108-1,6.694006100061241,3.809683238571576,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181025,6.665059733543105,3.829182714413885,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340248-2,6.756956146931159,3.84386673214549,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181023,6.674483867635195,3.9011511042378233,30 Astro-Epen,319 Astro-TE NN
1104095349102340148-1,6.723269821689991,3.910514334815888,31 OPC-Oligo,326 OPC NN
1104095349102340140-1,6.709181892647357,3.806657985358864,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340104-1,6.704631971525383,3.9139905487097626,33 Vascular,333 Endo NN
1104095349102340226-1,6.755031225698845,3.885657758554756,01 IT-ET Glut,007 L2/3 IT CTX Glut
1104095349102340243-1,6.759921515539887,3.873082362504712,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181044,6.672164242211324,3.818259160425876,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340185,6.740628690846855,3.9032323683602206,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180996,6.655284085047966,3.840861809670116,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340228-1,6.749241552956767,3.82344587131236,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181037,6.683071584136268,3.9107350548918367,30 Astro-Epen,319 Astro-TE NN
1104095349102180980,6.650966254002124,3.8613072759884464,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340087-1,6.683906127620887,3.806730046987388,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340253-1,6.759065444841838,3.831356659870086,31 OPC-Oligo,327 Oligo NN
1104095349102180984-1,6.648424896548244,3.848635210164843,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340265-1,6.76684209586289,3.854520640319873,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340189,6.728591332806609,3.803763210971252,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340214-2,6.738717039306082,3.8076674690015215,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340261,6.768096309633222,3.865933943344436,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340260-1,6.764319330009824,3.8373551404967614,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180997,6.655229740126538,3.825241646390002,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340263-1,6.76825917976494,3.876696345467773,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340274-1,6.769704631972658,3.845937931784841,30 Astro-Epen,319 Astro-TE NN
1104095349102181035,6.670929078289762,3.806676767330609,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340110-1,6.690769982895519,3.797573649271695,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340203-1,6.747683568955681,3.9106782503805455,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340145,6.710586355698854,3.7951264228288935,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340237-1,6.759112095224619,3.899860102672841,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340095-1,6.70436242525013,3.92605340194068,33 Vascular,331 Peri NN
1104095349102340256-1,6.767814269373928,3.886702311126651,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340132-1,6.70301393897693,3.793023263684614,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340264-1,6.763491302151381,3.823438180944148,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181074,6.6822845320921855,3.796981278058885,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340173,6.720352140067224,3.793436703317792,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180969-1,6.6418421540479455,3.841235159961361,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180965-1,6.639872318819567,3.849817813425827,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340198,6.73081307866142,3.795357901971033,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340238-1,6.748027487687319,3.804030463683445,33 Vascular,333 Endo NN
1104095349102340120-1,6.695889550623084,3.79082872934772,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340282-1,6.772884001495696,3.8352657912952015,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180947-1,6.636959928183397,3.864265407505644,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340225-1,6.756346727483747,3.9112289314449553,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340262-1,6.761485699043282,3.814090772327373,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180994-1,6.650926344140455,3.816510153945048,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340283-1,6.7763717933098615,3.842639323166333,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340259-1,6.770186528470108,3.894763595341667,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340294-1,6.779350630559535,3.859752653083884,07 CTX-MGE GABA,053 Sst Gaba
1104095349102180963,6.6393584647868,3.834900621828068,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340187,6.743223506064487,3.923492689776346,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340280,6.77710978940552,3.881221438586139,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340219-1,6.739887786284574,3.794052142929391,33 Vascular,333 Endo NN
1104095349102340147,6.708667416993253,3.785344248053568,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340290-1,6.781618684646164,3.872196366940859,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340193-1,6.730655849048672,3.78660019908111,30 Astro-Epen,319 Astro-TE NN
1104095349102180944-1,6.631328019318673,3.843733863130382,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340255-1,6.770089393010249,3.905435874249696,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340158,6.716135733202702,3.7828688424427375,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340052,6.668591864290473,3.7926090325149695,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340221-1,6.754841794561329,3.9213843990127897,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180974-1,6.641334687858746,3.818210709955185,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340094-1,6.687837911869243,3.7833673719691694,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340267-1,6.763655300753552,3.804451696231233,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340317-1,6.786844798458115,3.860254412777132,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180924-1,6.627100381429283,3.857444767355188,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181053,6.691047306733392,3.938716886599951,30 Astro-Epen,319 Astro-TE NN
1104095349102340315-1,6.78681480507008,3.846752248197945,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180928-1,6.63117500898106,3.887649959593664,30 Astro-Epen,319 Astro-TE NN
1104095349102340284-1,6.779773675720553,3.8966307260043935,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180995,6.6668220620114,3.930702722735709,33 Vascular,333 Endo NN
1104095349102340288-1,6.773863091116417,3.813206389357532,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180983,6.6441956065129455,3.807797768283174,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180949-1,6.630749963889661,3.827208340533143,30 Astro-Epen,319 Astro-TE NN
1104095349102180919-1,6.624228659683061,3.868086234240272,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340196-1,6.727559383404214,3.779002938286101,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181055,6.673685180971784,3.783345305580474,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180918-1,6.62534267385364,3.878298281287079,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340114,6.712417415778443,3.943713392758812,31 OPC-Oligo,327 Oligo NN
1104095349102340257-1,6.759644329752039,3.7942402406294216,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349202340292,6.791021240627596,3.8526036172438136,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340223-1,6.756369848796423,3.9287056549038657,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181011,6.655619486176713,3.7926763724065022,30 Astro-Epen,319 Astro-TE NN
1104095349202340277,6.787463709720173,3.888478540838734,06 CTX-CGE GABA,046 Vip Gaba
1104095349102340157,6.714839979993634,3.774418451767665,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340211-1,6.750655719342693,3.9342418995533377,33 Vascular,331 Peri NN
1104095349102340323-1,6.790994894686572,3.839173888831247,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340329,6.793598499203481,3.862175589745825,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202180899,6.647104526968191,3.797473605180916,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180915,6.6207224837269045,3.851654145439396,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340271-1,6.778272545627585,3.910797928249647,07 CTX-MGE GABA,053 Sst Gaba
1104095349102180959-1,6.6487523737613135,3.925776426664795,30 Astro-Epen,319 Astro-TE NN
1104095349102340326-1,6.789330342747574,3.827636496389087,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340240,6.74847952424782,3.781498082006193,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180925,6.623453801016211,3.830600855248448,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181068,6.700293079901068,3.948806171411984,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102180945-1,6.630711405856777,3.8140582965639753,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180993,6.667260400802558,3.9402287646601857,30 Astro-Epen,319 Astro-TE NN
1104095349102340333-1,6.79634477301984,3.87051553920015,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340117-1,6.692835186828747,3.771104069874342,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349202340212,6.761916637306324,3.932184662330566,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102180913,6.617806655058644,3.8437297232629777,01 IT-ET Glut,007 L2/3 IT CTX Glut
1104095349102340292,6.771148927966658,3.794576618159884,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340152-1,6.708364576758365,3.768383240368656,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340324-1,6.788345006852608,3.8167691055632806,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102340077-2,6.677140340689881,3.7729730408600552,33 Vascular,331 Peri NN
1104095349102340191-1,6.727873649460251,3.769768672093573,33 Vascular,333 Endo NN
1104095349102340312-1,6.789594059669156,3.903695405291722,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181014-1,6.654317146157586,3.782827383015863,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180896-1,6.61323920700895,3.865777374668157,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340349-2,6.801906913915836,3.855643850706719,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180898-1,6.611115158579494,3.858080224830845,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180917-1,6.617691079676101,3.824241783952893,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340353-1,6.800322498773172,3.833530598924269,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340040,6.661164340449486,3.774765978905065,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180975-1,6.63702953502839,3.7926122862573584,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181051,6.668885934356513,3.770252778022914,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180935,6.6247193958760535,3.8078615187567744,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340270-1,6.776709546387837,3.9286910040543135,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340311-1,6.780498016079593,3.795267573986894,30 Astro-Epen,319 Astro-TE NN
1104095349102180893,6.609565057711355,3.849362011546668,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340252-1,6.770623163000018,3.935015306850154,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340358-1,6.803795351384559,3.84163774066234,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180981,6.64216145499391,3.785402719738277,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340218-1,6.757495051428951,3.9453375413229153,30 Astro-Epen,319 Astro-TE NN
1104095349202340276-1,6.78989700856804,3.9156326307794376,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340092,6.683897772563395,3.762972291183465,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340332-1,6.798091730724726,3.903308988938991,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340200-1,6.750582536427372,3.951061098379825,30 Astro-Epen,319 Astro-TE NN
1104095349202340329,6.808174889821953,3.8633966890685167,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340127-1,6.700768619881908,3.758758176220773,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340326,6.802947835639118,3.8262728268141455,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102181029,6.685777122957399,3.9597117275765714,30 Astro-Epen,319 Astro-TE NN
1104095349102340178,6.719638264226824,3.758542938966639,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340356,6.808744952842808,3.8736223343845984,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340212,6.73356058613984,3.760807644189204,31 OPC-Oligo,327 Oligo NN
1104095349102180889,6.614697632753456,3.9053039265370137,31 OPC-Oligo,327 Oligo NN
1104095349102180885-1,6.605743914728712,3.83807958585368,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340229,6.751639047545291,3.7646172599569887,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340255,6.767685929066303,3.773831472265357,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102340096-1,6.707491998381017,3.965357479187354,30 Astro-Epen,319 Astro-TE NN
1104095349202180811,6.609991779510304,3.818840095323705,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340351-1,6.807036746586586,3.8962115452902495,33 Vascular,333 Endo NN
1104095349202340252,6.761322111479302,3.7678343831612953,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340135,6.726426732291396,3.96537210932666,33 Vascular,333 Endo NN
1104095349102340381-1,6.811252589305321,3.834027105513526,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180926-1,6.622900126608837,3.793617153021877,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180872-1,6.600432615940942,3.84729379000418,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180892-1,6.62039057761428,3.9234353488626255,30 Astro-Epen,319 Astro-TE NN
1104095349102180970,6.658107229677893,3.956415069727931,30 Astro-Epen,319 Astro-TE NN
1104095349102340368,6.811462865346033,3.889137439825369,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340369-1,6.807272955945309,3.818465103363408,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340171-2,6.740246700535646,3.963931205229593,31 OPC-Oligo,327 Oligo NN
1104095349102340377-1,6.814725989307807,3.880916446432409,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180909,6.612284843601305,3.8051554198959607,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340280,6.795301410172595,3.925743182283603,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340316-1,6.7800267414048445,3.776567660347629,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340281-1,6.78693229164797,3.9371398953161534,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180877-1,6.599799856378794,3.831731929264176,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340101,6.686540883369823,3.750343044429567,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340348-1,6.808765226412373,3.906666580710312,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180864-1,6.594730369266454,3.85485449382889,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181026,6.655995457086769,3.759538227285861,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340154-1,6.7105431354526095,3.747290302033475,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340202-1,6.728164510584543,3.748673951952916,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340394-1,6.818585560935354,3.837911117113375,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102180858-1,6.59385879901482,3.868035381854912,31 OPC-Oligo,326 OPC NN
1104095349102340049-1,6.664426701798619,3.754380127992702,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340239-1,6.768175171019788,3.95633712098338,30 Astro-Epen,319 Astro-TE NN
1104095349102180998,6.647023238429407,3.761180222684609,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180977-1,6.6374662786984135,3.765917047949997,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180887-1,6.600974053441011,3.81070041828984,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340227-2,6.740038281594316,3.747499541607066,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180901-1,6.606915679420153,3.798108415319432,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180936-1,6.623079700457464,3.7771551519329023,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180865-1,6.590797069142759,3.8401330811529935,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340136,6.700780402208132,3.742066473410756,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340407-1,6.825263816132042,3.857678038713158,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340405-1,6.824889978691548,3.84837809299448,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340390-1,6.8226971543738815,3.886174877004708,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202180767,6.588754573933318,3.8627748196329454,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180866-1,6.59174300475604,3.831623326942248,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180873-1,6.595445785014251,3.817896538536562,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340306,6.792759394323723,3.943395582576748,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340391-1,6.817337192308765,3.81234553461666,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340376-1,6.805894734640559,3.790976302109917,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340384-1,6.820625089911491,3.902293142985897,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340350-1,6.7948615549497084,3.7764543870063134,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180933,6.641690318071067,3.96185088327306,30 Astro-Epen,319 Astro-TE NN
1104095349102340415-1,6.826420073032153,3.836507167701497,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340410-1,6.828284919986024,3.870802987368236,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340275-1,6.766786150638048,3.7537275492433313,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340345-1,6.808844056031503,3.9273830948086568,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180842,6.585014984498415,3.856471600300921,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340277-1,6.784474962011527,3.9547033031243854,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340328-1,6.783941806078442,3.764619691085854,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180897,6.622887638229378,3.949431633308487,30 Astro-Epen,319 Astro-TE NN
1104095349202180797,6.598304899200036,3.802653267863687,06 CTX-CGE GABA,046 Vip Gaba
1104095349102180861,6.5891696831272,3.823881419659759,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180953,6.627951074341312,3.765291246800582,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180899-1,6.604797941682541,3.789709729334328,30 Astro-Epen,319 Astro-TE NN
1104095349102340164,6.712846806800886,3.735352554408185,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180844-1,6.5937751442483,3.912201013084074,33 Vascular,333 Endo NN
1104095349102340396-1,6.817939480590308,3.800989000580586,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181038,6.665190524623919,3.741524957709488,30 Astro-Epen,319 Astro-TE NN
1104095349102340419-1,6.832886360314886,3.860807146631044,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181032,6.689674320496815,3.984614492267744,31 OPC-Oligo,327 Oligo NN
1104095349202180849,6.6198542682468124,3.7688898295645687,06 CTX-CGE GABA,046 Vip Gaba
1104095349102190924,6.651100161855268,3.7468991494610377,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340308-1,6.796195825187303,3.9504996770787386,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180908-1,6.608682184781555,3.779799283101162,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180837-1,6.581630109282576,3.83908772183964,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340372,6.831200178086523,3.890636189909649,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340435-1,6.834238529591194,3.8458278007991913,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180822-1,6.579316957246103,3.8536555789005953,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340224,6.7380084933049,3.735496839354164,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180978-1,6.638052097830527,3.751932875727378,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340380-1,6.80494237063815,3.7760389961986007,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180882-1,6.596019256178869,3.79470933289834,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180854-1,6.5887429614405,3.807830029030698,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340244-1,6.772568593038843,3.972484687656151,31 OPC-Oligo,327 Oligo NN
1104095349102340383-2,6.823560591585432,3.918696040302024,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340426-2,6.836862538921764,3.873724388772513,06 CTX-CGE GABA,046 Vip Gaba
