cell_label,X,Y,class,subclass
1104095349102340629,6.913398470824044,3.859523388923512,33 Vascular,333 Endo NN
1104095349102180657-1,6.504099918986497,3.823465236560894,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102181043,6.699846722553298,4.066286362895679,33 Vascular,331 Peri NN
1104095349102340633-1,6.9110432472286965,3.8255839498653055,30 Astro-Epen,319 Astro-TE NN
1104095349102180697-1,6.515403513398911,3.7824152149402455,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350042,6.656760568746124,3.658970343486745,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102350305,6.823589275850952,3.687971863506817,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340561,6.892194579148714,3.954801722849603,33 Vascular,333 Endo NN
1104095349102340444-1,6.861308837716779,4.000033690071894,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340564,6.900593438568795,3.782194930419125,30 Astro-Epen,319 Astro-TE NN
1104095349202340461,6.874673394218604,3.984476278963685,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350317,6.832564966716179,3.693103889809561,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102350198,6.751517350614752,3.655656538910137,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102350165,6.724003113390097,3.651503804934461,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340616,6.91244443619689,3.900355716034481,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350090,6.6790931008837,3.652636081641607,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102180658-1,6.50304351432519,3.812767942215933,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340639,6.915802618600598,3.839759462068262,30 Astro-Epen,319 Astro-TE NN
1104095349202340192,6.770330191874606,4.060010701139966,30 Astro-Epen,319 Astro-TE NN
1104095349102340579-1,6.901320547565787,3.940275247775137,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340545-1,6.889310630976576,3.964711179814856,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340602-1,6.891246086196826,3.75835916492975,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102190918,6.637935947047489,3.661006209624642,31 OPC-Oligo,327 Oligo NN
1104095349102190703,6.519255810841339,3.764112641706704,31 OPC-Oligo,327 Oligo NN
1104095349102350335-1,6.843492786619787,3.6983141805429134,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102350103,6.689497819636184,3.649184583762475,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102340636,6.910208069930779,3.8001591013018015,31 OPC-Oligo,327 Oligo NN
1104095349102180676-1,6.507016035457548,3.7909878031278383,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350243,6.784217279047292,3.6624484220149873,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102190768,6.553388860565712,3.714028728444245,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340531-1,6.882731058628446,3.979531104636445,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190831,6.587252436032792,3.684453379992865,33 Vascular,331 Peri NN
1104095349102350147,6.713777430120037,3.6468950220044754,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190748,6.54208360556906,3.724583006375808,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202180637,6.545256473393182,4.0000542208093695,30 Astro-Epen,318 Astro-NT NN
1104095349102180668,6.525923516094136,3.974169693433088,33 Vascular,330 VLMC NN
1104095349102190795,6.567327072241477,3.697649592555053,30 Astro-Epen,319 Astro-TE NN
1104095349102350347,6.852378046472566,3.7020409017667726,07 CTX-MGE GABA,053 Sst Gaba
1104095349102180656,6.520066529168819,3.965599397659012,30 Astro-Epen,319 Astro-TE NN
1104095349102340492-1,6.874992983031758,3.994993429128328,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202190643,6.518929774372148,3.7549268090592296,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340175,6.75322889197502,4.070988612897423,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102350229,6.770370083050748,3.6531473528212666,30 Astro-Epen,319 Astro-TE NN
1104095349102340625,6.917542427782602,3.910957929332628,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340576-1,6.899671706767503,3.959376310916841,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202180604,6.505889284339573,3.7797700642410375,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350065,6.666733544754189,3.646652554825701,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340664,6.9246453595081405,3.855808416825541,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102180629-1,6.492744870899407,3.8235834462466047,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180644-1,6.498280524687496,3.798605420117615,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340654,6.919238663211411,3.810415691066868,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102340621-1,6.916178919612776,3.921436648267675,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102350295-1,6.818653071324073,3.672780531125353,30 Astro-Epen,319 Astro-TE NN
1104095349102190889,6.619512065907464,3.6604191635601495,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340626-1,6.901784153394514,3.761490838930844,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102340662,6.925425785102541,3.8780190509767007,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102190841,6.592605175209265,3.67332544390838,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180684-1,6.533488638292616,3.993706823689081,30 Astro-Epen,318 Astro-NT NN
1104095349102340649,6.923913322701877,3.8930371589340256,30 Astro-Epen,319 Astro-TE NN
1104095349102190704,6.520004257835736,3.745746691371194,30 Astro-Epen,319 Astro-TE NN
1104095349102190813,6.574429024665447,3.6854390741494014,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340590-1,6.883567947614113,3.7288850319090256,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102340608-1,6.912895454952457,3.937868735483119,30 Astro-Epen,319 Astro-TE NN
1104095349102350164,6.723666103573089,3.640176128145732,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340339-1,6.8194369101079015,4.05003104432809,30 Astro-Epen,319 Astro-TE NN
1104095349102340222-1,6.772546711140604,4.071091897845424,19 MB Glut,187 SCsg Pde5a Glut
1104095349102180628,6.491348538035864,3.8117441546428568,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340648,6.924499832878274,3.903913172170013,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102190674,6.50673924458222,3.7647287099112057,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350047,6.657614346120484,3.643340888307252,33 Vascular,333 Endo NN
1104095349102340552-1,6.893312873848103,3.9821168999268326,30 Astro-Epen,319 Astro-TE NN
1104095349102180651-1,6.522677675539327,3.9848936594650737,33 Vascular,330 VLMC NN
1104095349102180643-1,6.514297520959186,3.9720068906056,33 Vascular,330 VLMC NN
1104095349102350325-1,6.836007389509517,3.677502233922594,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102180630-1,6.508061080183094,3.961415827117225,30 Astro-Epen,319 Astro-TE NN
1104095349102340247,6.783479871680703,4.070322332558982,30 Astro-Epen,318 Astro-NT NN
1104095349102190716,6.5259136507905176,3.7286400261416976,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190774,6.552675074044194,3.697932442153477,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190734,6.533107114701407,3.7186350696556505,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350115,6.698574580155486,3.63579676973376,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102180968-1,6.6693945159288575,4.08201911465181,20 MB GABA,208 SC Lef1 Otx2 Gaba
1104095349102340600,6.90951108571183,3.959749949273139,01 IT-ET Glut,018 L2 IT PPP-APr Glut
1104095349102180595-1,6.481423690262005,3.85851494200516,30 Astro-Epen,319 Astro-TE NN
1104095349102340287-1,6.801764307169009,4.06503786083397,30 Astro-Epen,319 Astro-TE NN
1104095349102350183,6.732764399256484,3.635577076581991,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102340416-1,6.85031807519858,4.034760045539718,33 Vascular,333 Endo NN
1104095349102340679,6.932488570479633,3.84315609494885,33 Vascular,333 Endo NN
1104095349102180634-1,6.491065102172341,3.792025341915811,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180648,6.49658366872311,3.776275783496782,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350363-1,6.86105893617383,3.693547940401631,07 CTX-MGE GABA,053 Sst Gaba
1104095349102350388-1,6.874753761912314,3.707294321553709,07 CTX-MGE GABA,053 Sst Gaba
1104095349102340645,6.905833990417866,3.749418746606909,02 NP-CT-L6b Glut,033 NP SUB Glut
1104095349102190794,6.564144851133191,3.6830728068052094,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340610,6.91618577413668,3.9503523974244894,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102350195-1,6.743734976713536,3.63512474998052,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180613,6.4826635866007525,3.821415599373295,06 CTX-CGE GABA,047 Sncg Gaba
1104095349102340681,6.933842182057792,3.883148692941461,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102190895,6.623717551421921,3.647736605539361,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190858,6.601707804516906,3.657723305620838,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180667-1,6.529706121233559,4.004257508609279,30 Astro-Epen,318 Astro-NT NN
1104095349102350091,6.6802085558992585,3.632613007325263,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340207-1,6.766904064492784,4.081195952471044,20 MB GABA,204 SC Otx2 Gcnt4 Gaba
1104095349102350232-1,6.773427577088825,3.6402795493235818,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349202340629,6.934688738022109,3.8291706097839713,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102180814-1,6.60231938406101,4.064510577363551,30 Astro-Epen,318 Astro-NT NN
1104095349102180617-1,6.484402320690336,3.8024676351515057,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180640-1,6.514638552581857,3.986189559610385,30 Astro-Epen,318 Astro-NT NN
1104095349102340644,6.9270530149691485,3.928865177096345,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102340698,6.937623014341286,3.8565760315309374,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102350279,6.807846019896188,3.652471519785249,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102180653-1,6.497334784935532,3.763755817100161,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340680,6.935538854394974,3.8940519881127815,31 OPC-Oligo,327 Oligo NN
1104095349102340583-1,6.90673946570203,3.976396310390567,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180694,6.542361847685127,4.021916708841339,19 MB Glut,187 SCsg Pde5a Glut
1104095349102340665,6.917826879382231,3.764796033929593,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102190669,6.50527005441467,3.746455049943816,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190700,6.514541254892181,3.731056976653241,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350068,6.667202760143383,3.630893286163029,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180623-1,6.5057920018199145,3.97625517630941,33 Vascular,330 VLMC NN
1104095349102180608-1,6.479836575283062,3.810063397240667,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340695,6.9397681954344375,3.876583855436619,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102180633-1,6.4880847520568175,3.779836227642405,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340689,6.926364064247124,3.7783304407931233,06 CTX-CGE GABA,046 Vip Gaba
1104095349102180580-1,6.473553974484108,3.8461311920419616,30 Astro-Epen,319 Astro-TE NN
1104095349102340269-1,6.793062216298391,4.077707077818001,30 Astro-Epen,318 Astro-NT NN
1104095349102180929-1,6.654262994008709,4.088719589621842,19 MB Glut,187 SCsg Pde5a Glut
1104095349102350308,6.8233094576694215,3.6552819365828544,33 Vascular,333 Endo NN
1104095349202350126,6.710381574666485,3.624647405344183,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102340150-1,6.744453672494643,4.092706636489,20 MB GABA,208 SC Lef1 Otx2 Gaba
1104095349102340687,6.937583152316285,3.909988748389989,33 Vascular,333 Endo NN
1104095349102190657,6.497011649563784,3.7530589663105776,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340630-1,6.899488333601565,3.723399142127049,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102340335-1,6.81960874272261,4.06742615252481,31 OPC-Oligo,327 Oligo NN
1104095349102190717,6.52484020259429,3.7100959796404114,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340443-1,6.863277963052327,4.037237020965083,30 Astro-Epen,319 Astro-TE NN
1104095349102340289,6.802224827904567,4.076264619973317,30 Astro-Epen,318 Astro-NT NN
1104095349102340709,6.93718522804594,3.8039856768431246,07 CTX-MGE GABA,053 Sst Gaba
1104095349102190808,6.571065118977884,3.666273152768816,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180715-1,6.552943328980769,4.039910105981792,31 OPC-Oligo,327 Oligo NN
1104095349102340620-1,6.921660861981583,3.961541197091623,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340708,6.944492356400739,3.8624670097349294,30 Astro-Epen,319 Astro-TE NN
1104095349102180564,6.4707326615683245,3.882402337232297,30 Astro-Epen,319 Astro-TE NN
1104095349102180599-1,6.4771519892272345,3.799223052359775,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180592-1,6.473057261253858,3.816473451886595,33 Vascular,333 Endo NN
1104095349102350372-1,6.8649577686381,3.681498628637915,33 Vascular,333 Endo NN
1104095349102340516-1,6.884248869636817,4.019561071613593,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180627-1,6.5109537957236565,3.9953277319423313,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102340540-1,6.891477182049528,4.013356340850969,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190639,6.488481348866725,3.760233251629482,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340497-1,6.877921930977529,4.029202085282238,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340249-1,6.785855765816843,4.087135216894506,20 MB GABA,207 SCs Dmbx1 Gaba
1104095349102180760-1,6.574982412080301,4.060789845890836,19 MB Glut,187 SCsg Pde5a Glut
1104095349102190683,6.510408851371858,3.721109848725972,30 Astro-Epen,319 Astro-TE NN
1104095349102340436-1,6.859244666019415,4.046827468356314,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102190736,6.533041795605427,3.692932950085318,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190854,6.595830088886963,3.645862846536245,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180787-1,6.589379438505015,4.0706521817430055,20 MB GABA,207 SCs Dmbx1 Gaba
1104095349102180810,6.598737558180428,4.075844374271389,20 MB GABA,208 SC Lef1 Otx2 Gaba
1104095349102340584,6.910276261638725,3.99087681093995,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349202340286,6.810490030507539,4.078590990574332,33 Vascular,330 VLMC NN
1104095349102340715,6.938284083405391,3.787325164437742,07 CTX-MGE GABA,053 Sst Gaba
1104095349102350282,6.807239760118623,3.6392776735157417,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102180601-1,6.475265523860778,3.78729293397058,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180552-1,6.467119514265114,3.8984619297685534,31 OPC-Oligo,326 OPC NN
1104095349102340673,6.937927213715263,3.9366772432753168,30 Astro-Epen,319 Astro-TE NN
1104095349202340660,6.949856146005473,3.844034682798009,31 OPC-Oligo,326 OPC NN
1104095349102350258-1,6.789732523920307,3.631205077301224,07 CTX-MGE GABA,053 Sst Gaba
1104095349102350085,6.674188622648331,3.618972828517929,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190668,6.499842456354889,3.73272437782642,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102350369-1,6.8606107157091145,3.67103667629454,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102180596-1,6.471751652006213,3.7967152567270297,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340663,6.9351891935618415,3.947068339454409,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102350155,6.716242018042911,3.616022915074172,07 CTX-MGE GABA,053 Sst Gaba
1104095349102180604-1,6.476378724183265,3.780416587744841,33 Vascular,333 Endo NN
1104095349102350030,6.645183070435377,3.623652122577729,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340613-1,6.9200472015903145,3.980165519945537,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180573,6.479933147607033,3.95004569346576,30 Astro-Epen,319 Astro-TE NN
1104095349102340565-1,6.900560845053684,4.009570931167621,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180612-1,6.479294664438138,3.770456729140686,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340278-1,6.799555039116884,4.086755703440231,19 MB Glut,187 SCsg Pde5a Glut
1104095349102190876,6.607039261031613,3.6365111201351263,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340656,6.932039929865153,3.957460927961903,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102180557-1,6.461912265400213,3.8612260816412585,30 Astro-Epen,319 Astro-TE NN
1104095349102190654,6.492771696571346,3.7397305468920496,07 CTX-MGE GABA,053 Sst Gaba
1104095349102190821,6.578393148479858,3.650324328763536,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102350397-1,6.883318254671773,3.688061950223457,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102350426-1,6.897519413580149,3.703712124569451,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102340526-1,6.886728482679396,4.029518180053218,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180986-1,6.681334191670829,4.105770056056706,31 OPC-Oligo,327 Oligo NN
1104095349102340732,6.953962024814007,3.87471172195663,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340032,6.694424317329628,4.107039286083444,19 MB Glut,187 SCsg Pde5a Glut
1104095349102340337-1,6.822382036988692,4.0789785004759445,30 Astro-Epen,319 Astro-TE NN
1104095349102350225,6.760224379751673,3.617785224817735,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102340706,6.948468271207351,3.917738855869088,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102350340-1,6.842736142044704,3.652102764405672,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102350436,6.905865055589869,3.711033112858405,30 Astro-Epen,319 Astro-TE NN
1104095349102350241,6.777901640857355,3.621689843274652,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102350135,6.703940791261696,3.6109844999362126,31 OPC-Oligo,327 Oligo NN
1104095349102180589,6.467696326851074,3.790715295247259,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180851-1,6.616485637253015,4.092216645522181,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102180588,6.4910411826872405,3.98540161891127,30 Astro-Epen,318 Astro-NT NN
1104095349102350274-1,6.801351539959723,3.627939569398856,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102340743,6.954371391796586,3.817350537313975,07 CTX-MGE GABA,053 Sst Gaba
1104095349102340674,6.912728353084671,3.71592612581881,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102190892,6.615537899415065,3.6262539006651258,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340748,6.958157426164447,3.851048849514659,30 Astro-Epen,319 Astro-TE NN
1104095349102350196,6.744559639716979,3.611614318647995,33 Vascular,332 SMC NN
1104095349102180766-1,6.579828279891087,4.0766961151957135,30 Astro-Epen,318 Astro-NT NN
1104095349102340075-1,6.715169331621621,4.111303804586618,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102340658,6.935326897417951,3.96609084806142,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102340724,6.940308129374149,3.7650624939124127,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349202340301,6.820652818550144,4.084770158283825,33 Vascular,330 VLMC NN
1104095349102340622-1,6.923681959549852,3.988823984253795,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340742,6.953641906040426,3.806409983014971,02 NP-CT-L6b Glut,034 NP PPP Glut
1104095349102180940,6.661749975846315,4.108378669066036,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102190694,6.511608597535526,3.700173088421258,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102350172-1,6.726927968991973,3.608027169791642,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102340696,6.923028720579364,3.7284616086706,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102340303-2,6.809115285942685,4.091349963550124,30 Astro-Epen,318 Astro-NT NN
1104095349102180625-1,6.481600979248158,3.745630358949475,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190684,6.5042626482939685,3.708721155725402,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180545-1,6.465372098917674,3.93613141688213,30 Astro-Epen,319 Astro-TE NN
1104095349102340652,6.933547760828542,3.9743237460277134,06 CTX-CGE GABA,049 Lamp5 Gaba
1104095349102180556-1,6.457980636664439,3.8118037991707903,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340389,6.845591621696806,4.072823976699586,30 Astro-Epen,319 Astro-TE NN
1104095349102340603-1,6.916935128943445,4.003431455286952,30 Astro-Epen,319 Astro-TE NN
1104095349102190757,6.54020333488834,3.6682830255981065,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102180529-1,6.454323082115348,3.888313878529547,30 Astro-Epen,319 Astro-TE NN
1104095349102340740,6.960769395868853,3.882669633539952,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102350089,6.67566443175897,3.6073140137999817,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102350399-1,6.879365132284922,3.672218983198684,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102180574,6.481753836136818,3.979295559921262,33 Vascular,333 Endo NN
1104095349102350378,6.865913108286433,3.660044913329684,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102190646,6.487065176213902,3.7305741052048353,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180544-1,6.465597460803376,3.943601778571765,33 Vascular,330 VLMC NN
1104095349102180533-1,6.45082199435213,3.86072835098536,31 OPC-Oligo,327 Oligo NN
1104095349102180663,6.53320263260414,4.048502367103569,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102180812-1,6.603357175589331,4.094657478249615,33 Vascular,333 Endo NN
1104095349102340619-1,6.924164037704768,3.9978465767621096,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180683,6.540582868288151,4.056090643482796,20 MB GABA,207 SCs Dmbx1 Gaba
1104095349102340736,6.958384136208252,3.9166511742357777,30 Astro-Epen,319 Astro-TE NN
1104095349102180632-1,6.518396666634018,4.0354303208702,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102340735,6.940749164904461,3.750967395610085,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102340749,6.954703339853171,3.78698903379837,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102180535-1,6.458002182785985,3.9292221846194,30 Astro-Epen,319 Astro-TE NN
1104095349102190647,6.489211181431605,3.720702283389728,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190611,6.470187813224017,3.756134942985408,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180560-1,6.45660715586873,3.7950321471377895,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180840,6.61341380947094,4.101511556807617,19 MB Glut,187 SCsg Pde5a Glut
1104095349102180561,6.473210349049622,3.971502793351004,33 Vascular,330 VLMC NN
1104095349102180568-1,6.458852425451908,3.7852246688905486,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350368-1,6.856649286373277,3.647940597510682,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102340566-1,6.906624151017404,4.025959393582761,31 OPC-Oligo,327 Oligo NN
1104095349102340176-1,6.757461601081244,4.114894131908196,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102180584,6.490467217401148,4.003624832261661,19 MB Glut,187 SCsg Pde5a Glut
1104095349102340760,6.960094764191434,3.799013563624534,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102190807,6.56793100208235,3.639889021781301,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102340378,6.83892863651224,4.08489173114937,31 OPC-Oligo,327 Oligo NN
1104095349102340432-1,6.86124222661485,4.070369140930783,30 Astro-Epen,319 Astro-TE NN
1104095349102350242,6.777599027667256,3.6088758023849024,07 CTX-MGE GABA,053 Sst Gaba
1104095349102190833,6.579030538952905,3.632813879969265,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349202190560,6.471650678479046,3.74704325967105,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340661,6.93817356775688,3.982018528056824,01 IT-ET Glut,019 L2/3 IT PPP Glut
1104095349102340595-1,6.916930727773736,4.0161453499011,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190869,6.605646478936502,3.618983260412004,01 IT-ET Glut,005 L5 IT CTX Glut
1104095349102340772,6.968133610443496,3.8425756691057424,02 NP-CT-L6b Glut,032 L5 NP CTX Glut
1104095349102340051,6.707303712746349,4.121650117504531,20 MB GABA,213 SCsg Gabrr2 Gaba
1104095349102350134,6.7019778753212105,3.5980748113352634,07 CTX-MGE GABA,052 Pvalb Gaba
1104095349102340647,6.933561844568724,3.992049431589408,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102190624,6.475587071667958,3.737182825120981,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102340774,6.966602057561062,3.820993267571682,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102180724-1,6.559416460987303,4.076891424449191,19 MB Glut,187 SCsg Pde5a Glut
1104095349102340325-1,6.820108724649003,4.096973793768838,30 Astro-Epen,318 Astro-NT NN
1104095349102350061,6.659223823771994,3.6016694330863173,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102350023,6.638610489953206,3.606276482929286,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190788,6.557737756183858,3.643790272655569,01 IT-ET Glut,021 L4 RSP-ACA Glut
1104095349102190666,6.49610818210711,3.703380975173201,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102180567,6.45806596540764,3.776029256875579,01 IT-ET Glut,020 L2/3 IT RSP Glut
1104095349102350424-1,6.8972975357519335,3.6783598853881663,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102350094,6.679523694010432,3.598328945072341,01 IT-ET Glut,022 L5 ET CTX Glut
1104095349102340711,6.95551610576304,3.946990947397172,33 Vascular,331 Peri NN
1104095349102350290-1,6.809856128006858,3.617627712248733,07 CTX-MGE GABA,053 Sst Gaba
1104095349102340776,6.9703154242752206,3.869583825887199,30 Astro-Epen,319 Astro-TE NN
1104095349102340751,6.967138060120691,3.903138245482936,01 IT-ET Glut,019 L2/3 IT PPP Glut
