cell_label,X,Y,class,subclass
1018093344100660838,8.819450762352048,5.974165965494065,01 IT-ET Glut,017 CA3 Glut
1018093344100860099-4,8.818962614263024,5.957980732936682,01 IT-ET Glut,017 CA3 Glut
1018093344100860046-2,8.857998645283624,5.922115218596691,01 IT-ET Glut,017 CA3 Glut
1018093344100660681-1,8.880909886314285,6.005085143965448,01 IT-ET Glut,017 CA3 Glut
1018093344100660792-1,8.828121115061645,5.99709045216852,07 CTX-MGE GABA,052 Pvalb Gaba
1018093344100660710-1,8.857828502331373,6.012402300363128,07 CTX-MGE GABA,053 Sst Gaba
1018093344100660769,8.836623877502428,6.007946539557404,01 IT-ET Glut,017 CA3 Glut
1018093344100860112-6,8.825579039396814,5.931728747787604,01 IT-ET Glut,017 CA3 Glut
1018093344100660655-3,8.90047135074806,5.992466892895442,01 IT-ET Glut,017 CA3 Glut
1018093344100860108-5,8.810822611662894,5.963213920210347,01 IT-ET Glut,017 CA3 Glut
1018093344100660753-1,8.88605377435978,5.923742610807739,01 IT-ET Glut,017 CA3 Glut
1018093344100660688-2,8.90663288790151,5.948718344063188,01 IT-ET Glut,017 CA3 Glut
1018093344100660664-2,8.89270057466993,6.003515214437472,01 IT-ET Glut,017 CA3 Glut
1018093344100660734-2,8.848376639770255,6.015002513896417,01 IT-ET Glut,017 CA3 Glut
1018093344200660582,8.907064334147496,5.984320268975642,01 IT-ET Glut,017 CA3 Glut
1018093344100660689-1,8.870588013818963,6.016985964495303,06 CTX-CGE GABA,046 Vip Gaba
1018093344100660663-2,8.91306223419156,5.962029041523663,01 IT-ET Glut,017 CA3 Glut
1018093344100660829-1,8.814978585877546,5.995772622686674,01 IT-ET Glut,017 CA3 Glut
1018093344100860104-5,8.837876977530449,5.9163900962450215,01 IT-ET Glut,017 CA3 Glut
1018093344200860088,8.805419219495462,5.979008737043814,01 IT-ET Glut,017 CA3 Glut
1018093344100860065-5,8.858045164344974,5.909764638742552,01 IT-ET Glut,017 CA3 Glut
1018093344100660641-3,8.915720836557954,5.97569677435689,01 IT-ET Glut,017 CA3 Glut
1018093344100660675-2,8.916541585677859,5.946935825672454,01 IT-ET Glut,017 CA3 Glut
1018093344100660772-1,8.827522165544522,6.016642357920007,01 IT-ET Glut,017 CA3 Glut
1018093344100860137-6,8.799195002954573,5.9642569809588855,01 IT-ET Glut,017 CA3 Glut
1018093344100660651-1,8.886216629208022,6.021764952890162,01 IT-ET Glut,017 CA3 Glut
1018093344100860049-5,8.81644877020224,6.009959617056853,01 IT-ET Glut,017 CA3 Glut
1018093344200860120-1,8.8099068010312,5.92883706237749,01 IT-ET Glut,017 CA3 Glut
1018093344100660695-2,8.8608066783687,6.028458991097868,01 IT-ET Glut,017 CA3 Glut
1018093344100860096-7,8.80214792419324,5.990491758020245,01 IT-ET Glut,017 CA3 Glut
1018093344100660763-1,8.889457485580385,5.909753643871003,01 IT-ET Glut,017 CA3 Glut
1018093344100660627-2,8.919760867407998,5.988296720962677,01 IT-ET Glut,017 CA3 Glut
1018093344100860156-7,8.816832805227943,5.918339426390649,01 IT-ET Glut,017 CA3 Glut
1018093344100660634-2,8.899799166829933,6.016354528000732,01 IT-ET Glut,017 CA3 Glut
1018093344100860098-8,8.844620376216113,5.902649932992334,01 IT-ET Glut,017 CA3 Glut
1018093344100860078-7,8.806355831092082,6.003498225021403,01 IT-ET Glut,017 CA3 Glut
1018093344200660639-1,8.902756593424684,5.915295651750319,01 IT-ET Glut,025 CA2-FC-IG Glut
1018093344100860163-3,8.796379536947445,5.9438829377934645,06 CTX-CGE GABA,046 Vip Gaba
1018093344100660804-1,8.87087259067744,5.899314128682353,01 IT-ET Glut,017 CA3 Glut
1018093344100860178-5,8.800662283064344,5.93359692971125,01 IT-ET Glut,017 CA3 Glut
1018093344100860176-5,8.810436156399657,5.919715810327353,01 IT-ET Glut,017 CA3 Glut
1018093344100660757-1,8.83284185332249,6.028253948257117,07 CTX-MGE GABA,052 Pvalb Gaba
1018093344100660650-1,8.92723305313096,5.954316565251992,01 IT-ET Glut,017 CA3 Glut
1018093344100860130-5,8.828556879449788,5.905214156284571,01 IT-ET Glut,017 CA3 Glut
1018093344100660662-2,8.925853885153757,5.946259752179457,01 IT-ET Glut,017 CA3 Glut
1018093344100660673-2,8.92081680928214,5.933620182883329,01 IT-ET Glut,017 CA3 Glut
1018093344100860172-5,8.813880484708875,5.912082672663766,01 IT-ET Glut,017 CA3 Glut
1018093344100660654-3,8.878627100171846,6.034324803937884,01 IT-ET Glut,017 CA3 Glut
1018093344100660782-1,8.820829473318483,6.027474326100613,01 IT-ET Glut,017 CA3 Glut
1018093344100860173-7,8.788003397097063,5.953589113350018,01 IT-ET Glut,017 CA3 Glut
1018093344100660693-2,8.857276368380969,6.039272926815247,01 IT-ET Glut,017 CA3 Glut
1018093344200660546,8.917658586997586,6.011387184423318,01 IT-ET Glut,017 CA3 Glut
1018093344200860119,8.786609932837191,5.971825808115232,01 IT-ET Glut,017 CA3 Glut
1018093344100860144-6,8.787726220619373,5.982500003903302,01 IT-ET Glut,017 CA3 Glut
1018093344100860113-7,8.791483307094593,5.9951260118983765,01 IT-ET Glut,017 CA3 Glut
1018093344100660620-2,8.93451814116504,5.962667439925183,01 IT-ET Glut,017 CA3 Glut
1018093344100660599-2,8.934751424481714,5.977184709827455,01 IT-ET Glut,017 CA3 Glut
1018093344200860146,8.797620971583502,5.922516135974396,01 IT-ET Glut,017 CA3 Glut
1018093344100860077-5,8.799033282209747,6.011196704385434,01 IT-ET Glut,017 CA3 Glut
1018093344100660687-2,8.92198919590032,5.922007911341392,01 IT-ET Glut,017 CA3 Glut
1018093344100860140-6,8.836919511691592,5.892926904973061,01 IT-ET Glut,017 CA3 Glut
1018093344200660626,8.915015638404846,5.912695085352059,01 IT-ET Glut,017 CA3 Glut
1018093344100660595-2,8.915493496081172,6.019501678715127,01 IT-ET Glut,017 CA3 Glut
1018093344200660663,8.828982988380393,6.039126378028851,01 IT-ET Glut,017 CA3 Glut
1018093344100660728-1,8.905757844517339,5.900732201288769,01 IT-ET Glut,017 CA3 Glut
1018093344100860180-5,8.822519740269861,5.894681514972618,07 CTX-MGE GABA,052 Pvalb Gaba
1018093344100860060-2,8.86916410366337,5.885289198707364,01 IT-ET Glut,017 CA3 Glut
1018093344100860218-8,8.780569372789222,5.944645391567443,01 IT-ET Glut,017 CA3 Glut
1018093344100660588-3,8.927778621357383,6.012538264793298,01 IT-ET Glut,017 CA3 Glut
1018093344100660694-2,8.851893328287375,6.047941485886623,01 IT-ET Glut,017 CA3 Glut
1018093344100660660-2,8.872597409296489,6.047660993444831,01 IT-ET Glut,017 CA3 Glut
1018093344100660808-1,8.805988463158839,6.029020444418173,01 IT-ET Glut,017 CA3 Glut
1018093344100860222-6,8.796247233698047,5.911281830341317,01 IT-ET Glut,017 CA3 Glut
1018093344100860195-6,8.813337673631144,5.89539697641859,01 IT-ET Glut,017 CA3 Glut
1018093344100860149-5,8.779513704352336,5.992466207753633,01 IT-ET Glut,017 CA3 Glut
1018093344100860121-4,8.84921018559659,5.881749840837821,01 IT-ET Glut,017 CA3 Glut
1018093344100660633-2,8.939926605713916,5.935952377017424,01 IT-ET Glut,017 CA3 Glut
1018093344100860225-7,8.791477036556573,5.914801631232739,01 IT-ET Glut,017 CA3 Glut
1018093344100660621-2,8.891737114378284,6.045244689060849,01 IT-ET Glut,017 CA3 Glut
1018093344100860223-6,8.775014983268477,5.9554927801534,01 IT-ET Glut,017 CA3 Glut
1018093344100660575-3,8.938828590122476,5.99968215829794,01 IT-ET Glut,017 CA3 Glut
1018093344100860224-7,8.78272716166919,5.928176059660781,01 IT-ET Glut,017 CA3 Glut
1018093344100860111-6,8.783877322429783,6.006819411251093,01 IT-ET Glut,017 CA3 Glut
1018093344100660658-2,8.934257570220447,5.921096707230171,07 CTX-MGE GABA,052 Pvalb Gaba
1018093344100660581-3,8.94410715645803,5.988655240399225,01 IT-ET Glut,017 CA3 Glut
1018093344100660583-4,8.921443474964471,6.028423122361718,30 Astro-Epen,319 Astro-TE NN
1018093344100660600-4,8.947620057740638,5.960689784898056,01 IT-ET Glut,017 CA3 Glut
1018093344100860190-5,8.77431095166274,5.988025921082803,01 IT-ET Glut,017 CA3 Glut
1018093344100650720-1,8.925238681983584,5.905938960821793,01 IT-ET Glut,017 CA3 Glut
1018093344100660766,8.900600936446411,5.886885305471644,01 IT-ET Glut,017 CA3 Glut
1018093344100860029-3,8.88520858180216,5.879330650616901,01 IT-ET Glut,017 CA3 Glut
1018093344100860211-7,8.769553025666653,5.970137313662343,01 IT-ET Glut,017 CA3 Glut
1018093344100660787-1,8.810450474981808,6.042486965945799,01 IT-ET Glut,017 CA3 Glut
1018093344100660582-4,8.914071974157917,6.0394625516167935,01 IT-ET Glut,017 CA3 Glut
1018093344100650766-1,8.914550395441893,5.892428154262516,01 IT-ET Glut,017 CA3 Glut
1018093344100860136-6,8.84722355627048,5.875157277952172,01 IT-ET Glut,017 CA3 Glut
1018093344100660577-3,8.931825808959612,6.0232075756070245,01 IT-ET Glut,017 CA3 Glut
1018093344100660832-1,8.794091644016383,6.031201471156928,01 IT-ET Glut,017 CA3 Glut
1018093344100860250-5,8.789736549821544,5.904399986415142,01 IT-ET Glut,017 CA3 Glut
1018093344100660726-1,8.836971471984349,6.056668525809075,07 CTX-MGE GABA,050 Lamp5 Lhx6 Gaba
1018093344100860213-7,8.76726847394834,5.985684006386607,01 IT-ET Glut,017 CA3 Glut
1018093344100860164-7,8.772290871617635,6.002423133777759,01 IT-ET Glut,017 CA3 Glut
1018093344100860158-6,8.83301303039169,5.874555930803737,01 IT-ET Glut,017 CA3 Glut
1018093344100860074-6,8.877202942874902,5.871823645201383,01 IT-ET Glut,017 CA3 Glut
1018093344100860221-6,8.812621117466758,5.882462778403621,01 IT-ET Glut,017 CA3 Glut
1018093344100660696-1,8.845108148657197,6.060766028051252,01 IT-ET Glut,017 CA3 Glut
1018093344100860109-3,8.78175745626165,6.0221166619563125,01 IT-ET Glut,017 CA3 Glut
1018093344100860246-5,8.764985110856333,5.946065123949197,01 IT-ET Glut,017 CA3 Glut
1018093344100660639-2,8.875830253926392,6.061641842815045,01 IT-ET Glut,017 CA3 Glut
1018093344100660671-2,8.938505981902143,5.908147853291998,01 IT-ET Glut,025 CA2-FC-IG Glut
1018093344100860269-6,8.76792658678631,5.931377311542823,01 IT-ET Glut,017 CA3 Glut
1018093344100860080-7,8.867722828442762,5.866922064862894,01 IT-ET Glut,017 CA3 Glut
1018093344100860141-6,8.772662871182556,6.013136664255627,01 IT-ET Glut,017 CA3 Glut
1018093344100660572-4,8.95919556303272,5.962615603022658,01 IT-ET Glut,017 CA3 Glut
1018093344100650845-1,8.896516229860051,5.8728973384808505,01 IT-ET Glut,017 CA3 Glut
1018093344100860186-6,8.765374537921574,5.998711391670507,01 IT-ET Glut,017 CA3 Glut
1018093344100660756-1,8.908866543129795,5.877432553202441,01 IT-ET Glut,017 CA3 Glut
1018093344100660617-3,8.88851685421487,6.062923667545828,07 CTX-MGE GABA,052 Pvalb Gaba
1018093344100860252-7,8.758571898698305,5.966972497800572,01 IT-ET Glut,017 CA3 Glut
1018093344100660631-1,8.951359617588743,5.920025111353669,33 Vascular,333 Endo NN
1018093344100660548-4,8.954828600235963,6.004248671240781,01 IT-ET Glut,017 CA3 Glut
1018093344100660646-1,8.946880641668082,5.911563802341025,01 IT-ET Glut,017 CA3 Glut
1018093344100860226-5,8.758320786939727,5.980431793148407,01 IT-ET Glut,017 CA3 Glut
1018093344100660553-4,8.960666050318341,5.986115051141566,01 IT-ET Glut,017 CA3 Glut
1018093344100860146-6,8.846465809909187,5.863827125797778,01 IT-ET Glut,017 CA3 Glut
1018093344100860266-6,8.757357814084497,5.956923563326362,01 IT-ET Glut,017 CA3 Glut
1018093344100860265-6,8.780913455998753,5.899705366761541,01 IT-ET Glut,017 CA3 Glut
1018093344100660665-3,8.85989028853606,6.069024197361122,01 IT-ET Glut,017 CA3 Glut
1018093344100650768,8.920477541644805,5.88107685839702,01 IT-ET Glut,025 CA2-FC-IG Glut
1018093344100660767-1,8.810553368604692,6.058037702706259,01 IT-ET Glut,017 CA3 Glut
1018093344100860276-4,8.765946256511386,5.91930612465585,01 IT-ET Glut,017 CA3 Glut
1018093344100660807-1,8.797100321098902,6.0504023149119375,01 IT-ET Glut,017 CA3 Glut
1018093344100860175-6,8.839138413991408,5.86208271107756,01 IT-ET Glut,017 CA3 Glut
1018093344100650886,8.87254054895552,5.86062740144013,01 IT-ET Glut,017 CA3 Glut
1018093344100860079-6,8.783830014129482,6.040485767118412,01 IT-ET Glut,017 CA3 Glut
1018093344100860281-6,8.753685625659877,5.95126426355548,01 IT-ET Glut,017 CA3 Glut
1018093344100660656-2,8.946767087907752,5.900784132423977,01 IT-ET Glut,017 CA3 Glut
1018093344100850061-5,8.885785864534318,5.860291188815567,01 IT-ET Glut,017 CA3 Glut
1018093344100860227-6,8.754905610720524,5.994828748776683,01 IT-ET Glut,017 CA3 Glut
1018093344100660543-5,8.950230306851491,6.027759761153155,33 Vascular,333 Endo NN
1018093344100660557-5,8.921118515006583,6.056872120070025,01 IT-ET Glut,017 CA3 Glut
1018093344100860135-6,8.768877007535975,6.026906936423156,01 IT-ET Glut,017 CA3 Glut
1018093344100860198-8,8.756728579996054,6.007602090276058,01 IT-ET Glut,017 CA3 Glut
1018093344100660601-4,8.886920265784113,6.0741199908553245,01 IT-ET Glut,017 CA3 Glut
1018093344200660497,8.939128980957083,6.044824847071093,01 IT-ET Glut,017 CA3 Glut
1018093344100660719-2,8.82844867251702,6.0732147691762925,06 CTX-CGE GABA,046 Vip Gaba
1018093344100660560-4,8.971035741749679,5.951762968741751,01 IT-ET Glut,017 CA3 Glut
1018093344100860272-6,8.747888609035629,5.964279093741792,01 IT-ET Glut,017 CA3 Glut
1018093344100660644-3,8.866025271798046,6.078440000744881,01 IT-ET Glut,017 CA3 Glut
1018093344100660607-4,8.963056957958381,5.920011182463032,01 IT-ET Glut,017 CA3 Glut
1018093344100860254-5,8.801508154133305,5.869324234590511,01 IT-ET Glut,025 CA2-FC-IG Glut
1018093344100650825-1,8.90672972584772,5.861778401857898,01 IT-ET Glut,017 CA3 Glut
1018093344100860309-7,8.766184638949248,5.900121878097582,01 IT-ET Glut,017 CA3 Glut
1018093344100660580-3,8.97034586996937,5.9342882806165385,01 IT-ET Glut,017 CA3 Glut
1018093344100860302-7,8.752046410164537,5.92593577257315,01 IT-ET Glut,017 CA3 Glut
1018093344100860270-5,8.745123719724429,5.974874541601484,01 IT-ET Glut,017 CA3 Glut
1018093344100660545-4,8.93236822922175,6.055838376412559,30 Astro-Epen,319 Astro-TE NN
1018093344100660761,8.810538735519193,6.070499225830781,01 IT-ET Glut,017 CA3 Glut
1018093344100860123-6,8.85578389038524,5.85007590094153,01 IT-ET Glut,017 CA3 Glut
1018093344100860064-6,8.785824752942318,6.05531423944213,30 Astro-Epen,319 Astro-TE NN
1018093344100660549-4,8.976645642862007,5.964568553541239,01 IT-ET Glut,017 CA3 Glut
1018093344100860251-3,8.745196214430742,5.987259700119796,01 IT-ET Glut,017 CA3 Glut
1018093344100660788-1,8.799386243551483,6.066165780935897,01 IT-ET Glut,017 CA3 Glut
1018093344100850076-7,8.88128500196903,5.850333231171742,31 OPC-Oligo,326 OPC NN
1018093344100860105-6,8.772831061953308,6.045487191610301,01 IT-ET Glut,017 CA3 Glut
1018093344100860308-5,8.744977981736323,5.93780645386199,01 IT-ET Glut,017 CA3 Glut
1018093344100650790-1,8.92038167936689,5.864098325527167,01 IT-ET Glut,017 CA3 Glut
1018093344100860322-6,8.759188742879894,5.902622252003998,01 IT-ET Glut,017 CA3 Glut
1018093344100860239-3,8.745816239335728,6.0016148967952345,01 IT-ET Glut,017 CA3 Glut
1018093344100660569-3,8.90411964079063,6.077275399419466,01 IT-ET Glut,017 CA3 Glut
1018093344100850139-6,8.84638958489484,5.846609335453247,01 IT-ET Glut,017 CA3 Glut
1018093344100860297-6,8.740974853465264,5.949733321123502,01 IT-ET Glut,017 CA3 Glut
1018093344100660528-3,8.953661254851813,6.042071206177241,01 IT-ET Glut,017 CA3 Glut
1018093344100650673-1,8.95208799075775,5.88772331427237,01 IT-ET Glut,017 CA3 Glut
1018093344100860301-6,8.73882547538696,5.963447240804213,01 IT-ET Glut,017 CA3 Glut
1018093344200860163,8.812939326300633,5.854106419894385,33 Vascular,333 Endo NN
1018093344100660525-3,8.96242589781455,6.030832783533973,31 OPC-Oligo,327 Oligo NN
1018093344100860203-6,8.749608160714821,6.016291368899538,01 IT-ET Glut,017 CA3 Glut
1018093344100660812-1,8.789269085802694,6.064560274142218,01 IT-ET Glut,017 CA3 Glut
1018093344100660722-2,8.82194675841908,6.081200503810175,01 IT-ET Glut,017 CA3 Glut
1018093344100860155-7,8.75802001496881,6.031888718074597,01 IT-ET Glut,017 CA3 Glut
1018093344100660618-3,8.964664456186272,5.90415818390799,01 IT-ET Glut,017 CA3 Glut
1018093344100860320-4,8.751010007693768,5.910539518316408,01 IT-ET Glut,017 CA3 Glut
1018093344100660684-1,8.839619173064325,6.086412123132189,01 IT-ET Glut,017 CA3 Glut
1018093344100660524-5,8.96854044150202,6.022906748983922,01 IT-ET Glut,017 CA3 Glut
1018093344100860286-6,8.790416490906031,5.864690529781866,33 Vascular,332 SMC NN
1018093344100660536-5,8.942776367340098,6.056844092726219,01 IT-ET Glut,017 CA3 Glut
1018093344100660547-1,8.98250502367167,5.948563213201168,01 IT-ET Glut,017 CA3 Glut
1018093344100660559-5,8.916629122432024,6.076026297598147,01 IT-ET Glut,017 CA3 Glut
1018093344100660645-2,8.856332816134753,6.090017459477276,01 IT-ET Glut,017 CA3 Glut
1018093344100650582-2,8.974065659068572,5.9165890812011135,01 IT-ET Glut,017 CA3 Glut
1018093344100650834,8.909556160954605,5.85179541789176,01 IT-ET Glut,017 CA3 Glut
1018093344100860119-4,8.766965873091044,6.050427679101287,01 IT-ET Glut,017 CA3 Glut
1018093344100660847-1,8.774055322087213,6.059378119388788,07 CTX-MGE GABA,050 Lamp5 Lhx6 Gaba
1018093344100660597-3,8.882984306595585,6.090799927614444,01 IT-ET Glut,017 CA3 Glut
1018093344100860334-5,8.736210197464722,5.936589900731958,01 IT-ET Glut,017 CA3 Glut
1018093344100860298-5,8.732740627406095,5.970628407302085,01 IT-ET Glut,017 CA3 Glut
1018093344100660754-1,8.80933425591435,6.082702843166862,01 IT-ET Glut,017 CA3 Glut
1018093344100850085-4,8.878323004205345,5.839842480822774,01 IT-ET Glut,017 CA3 Glut
1018093344100650688-2,8.951322415289953,5.876757826592179,01 IT-ET Glut,016 CA1-ProS Glut
1018093344100650765-1,8.931717936971964,5.860247892055087,01 IT-ET Glut,017 CA3 Glut
1018093344100660518-4,8.98566956889818,5.98889342438303,01 IT-ET Glut,017 CA3 Glut
1018093344100860256-6,8.735440279023313,5.996107734722297,01 IT-ET Glut,017 CA3 Glut
1018093344100660576-5,8.894607118313097,6.089670845436564,01 IT-ET Glut,017 CA3 Glut
1018093344100860291-5,8.797400053105179,5.853417151157151,01 IT-ET Glut,017 CA3 Glut
1018093344100650815,8.921316197639158,5.852668944614818,01 IT-ET Glut,017 CA3 Glut
1018093344100860197-6,8.845630516099712,5.837716633675405,01 IT-ET Glut,017 CA3 Glut
1018093344100860344-4,8.739517505765292,5.918551998272019,01 IT-ET Glut,017 CA3 Glut
1018093344100860242-5,8.73839734938532,6.010765537004463,01 IT-ET Glut,017 CA3 Glut
1018093344100860231-7,8.824249133994297,5.841151169352206,33 Vascular,333 Endo NN
1018093344100860341-6,8.749758383853067,5.896802680527514,01 IT-ET Glut,017 CA3 Glut
1018093344100650626-3,8.96630449152601,5.890918414973629,01 IT-ET Glut,017 CA3 Glut
1018093344100660799,8.789391079379442,6.075391238893725,01 IT-ET Glut,017 CA3 Glut
1018093344100650839-1,8.91171931421718,5.846250859228486,01 IT-ET Glut,017 CA3 Glut
1018093344100660541-2,8.927743580289466,6.077221016126743,01 IT-ET Glut,017 CA3 Glut
1018093344100850108-7,8.867034558663065,5.835421026256072,33 Vascular,333 Endo NN
1018093344100660770-1,8.798347822501398,6.081234345805349,01 IT-ET Glut,017 CA3 Glut
1018093344100650598-3,8.974328869396032,5.902220077049561,01 IT-ET Glut,017 CA3 Glut
1018093344100860200-7,8.745298359083394,6.029862346252952,01 IT-ET Glut,017 CA3 Glut
1018093344100850069-7,8.896678629887475,5.838447433005272,01 IT-ET Glut,017 CA3 Glut
1018093344100860337-6,8.767027343453508,5.870546549930048,01 IT-ET Glut,017 CA3 Glut
1018093344100660561-5,8.98682614174545,5.924951423055033,01 IT-ET Glut,017 CA3 Glut
1018093344100660674-1,8.840074250432881,6.09901922884942,01 IT-ET Glut,017 CA3 Glut
1018093344100660537-4,8.99313769559938,5.944249514932531,01 IT-ET Glut,017 CA3 Glut
1018093344100660720-2,8.816691879328845,6.093962084197889,01 IT-ET Glut,017 CA3 Glut
1018093344100860318-6,8.779411435484784,5.856936134018154,31 OPC-Oligo,326 OPC NN
1018093344100860053-5,8.780175390025244,6.075583928891959,01 IT-ET Glut,017 CA3 Glut
1018093344100650723-2,8.945750187591127,5.860352836483832,01 IT-ET Glut,017 CA3 Glut
1018093344100860117-8,8.759637227244431,6.058161645022774,01 IT-ET Glut,017 CA3 Glut
1018093344100860354-4,8.749116648747622,5.885447114920491,01 IT-ET Glut,017 CA3 Glut
1018093344100860353-6,8.726497864789938,5.932623202583966,01 IT-ET Glut,017 CA3 Glut
1018093344100860335-4,8.72238167726683,5.963226281121849,01 IT-ET Glut,017 CA3 Glut
1018093344100660589-4,8.880922835557598,6.10191868773151,01 IT-ET Glut,017 CA3 Glut
1018093344100650835,8.919330308205797,5.8411961759541855,01 IT-ET Glut,017 CA3 Glut
1018093344100660550-5,8.914360238972897,6.093010325259186,01 IT-ET Glut,017 CA3 Glut
1018093344100660507-5,8.970668979618857,6.049577579522327,07 CTX-MGE GABA,051 Pvalb chandelier Gaba
1018093344100660566-4,8.987748578951487,5.911370339323213,01 IT-ET Glut,017 CA3 Glut
1018093344100850067-6,8.90018554701545,5.832845900681672,01 IT-ET Glut,017 CA3 Glut
1018093344100860323-5,8.721107966533765,5.973156840961809,01 IT-ET Glut,017 CA3 Glut
1018093344100650799,8.926580292005998,5.843782868693026,01 IT-ET Glut,017 CA3 Glut
1018093344100860356-6,8.732986531360023,5.907320990891336,01 IT-ET Glut,017 CA3 Glut
1018093344100650574-5,8.983411053780696,5.8987952437073545,07 CTX-MGE GABA,050 Lamp5 Lhx6 Gaba
1018093344100860368-6,8.73751658781858,5.896351350759038,01 IT-ET Glut,017 CA3 Glut
1018093344100650671,8.961177282263446,5.867173338783159,01 IT-ET Glut,025 CA2-FC-IG Glut
1018093344100860275-5,8.724149985524097,6.006845324862926,01 IT-ET Glut,017 CA3 Glut
1018093344200860123,8.747380190056747,6.052701169948152,01 IT-ET Glut,017 CA3 Glut
1018093344100860371-7,8.7404421616801,5.888851137685608,01 IT-ET Glut,017 CA3 Glut
1018093344100860373-6,8.723526506498171,5.923167119913561,01 IT-ET Glut,017 CA3 Glut
1018093344100650756-1,8.939349803654656,5.846654931047382,01 IT-ET Glut,017 CA3 Glut
1018093344100850147-7,8.840351518312854,5.823270484660445,01 IT-ET Glut,017 CA3 Glut
1018093344100850143-9,8.849816804393155,5.8219359369144446,01 IT-ET Glut,017 CA3 Glut
1018093344100860369-6,8.724845731990627,5.914397416287796,01 IT-ET Glut,017 CA3 Glut
1018093344100660502-3,8.991354848699768,6.026931599794771,07 CTX-MGE GABA,053 Sst Gaba
1018093344100660513-3,9.005337756951604,5.963850958113274,01 IT-ET Glut,017 CA3 Glut
1018093344100660567-3,8.892862046290558,6.107693648965176,31 OPC-Oligo,327 Oligo NN
1018093344100660555-4,8.903446980008436,6.105348137532408,01 IT-ET Glut,017 CA3 Glut
1018093344100660823-1,8.774113931242578,6.084281461712821,01 IT-ET Glut,017 CA3 Glut
1018093344100850050-5,8.90386698768535,5.825250652620688,01 IT-ET Glut,017 CA3 Glut
1018093344100650503-5,9.002364370760729,5.927680585372027,01 IT-ET Glut,017 CA3 Glut
1018093344100860257-6,8.723039850746325,6.0207857618113705,01 IT-ET Glut,017 CA3 Glut
1018093344100650697-2,8.958566476403037,5.855310402872625,01 IT-ET Glut,017 CA3 Glut
1018093344100860229-6,8.728554788008692,6.035466486615553,01 IT-ET Glut,017 CA3 Glut
1018093344100860124-4,8.751833372295303,6.068769968125739,01 IT-ET Glut,017 CA3 Glut
1018093344100660578-5,8.884659361987444,6.113180753570429,01 IT-ET Glut,017 CA3 Glut
1018093344100660501-3,8.973927111135819,6.062704009845521,01 IT-ET Glut,017 CA3 Glut
1018093344100660630-3,8.85591911397865,6.115665850734061,01 IT-ET Glut,017 CA3 Glut
1018093344100860089-8,8.762323633343176,6.079608095972523,01 IT-ET Glut,017 CA3 Glut
1018093344100860328-4,8.711054686878803,5.984787465465232,01 IT-ET Glut,017 CA3 Glut
1018093344100860374-5,8.711166931482758,5.94554810825136,01 IT-ET Glut,017 CA3 Glut
1018093344100860350-5,8.709719562470617,5.963373921364377,01 IT-ET Glut,017 CA3 Glut
1018093344100660638-2,8.844976984635291,6.115484625679897,01 IT-ET Glut,017 CA3 Glut
1018093344100650625-1,8.977976842905909,5.872655915966711,01 IT-ET Glut,017 CA3 Glut
