cluster_1,,01 IT-ET Glut,01 IT-ET Glut,01 IT-ET Glut,01 IT-ET Glut,01 IT-ET Glut,01 IT-ET Glut,01 IT-ET Glut,01 IT-ET Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,06 CTX-CGE GABA,06 CTX-CGE GABA,06 CTX-CGE GABA,06 CTX-CGE GABA,06 CTX-CGE GABA,06 CTX-CGE GABA,06 CTX-CGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,07 CTX-MGE GABA,30 Astro-Epen,30 Astro-Epen,30 Astro-Epen,30 Astro-Epen,30 Astro-Epen,30 Astro-Epen,30 Astro-Epen,30 Astro-Epen,31 OPC-Oligo,31 OPC-Oligo,31 OPC-Oligo,31 OPC-Oligo,31 OPC-Oligo,31 OPC-Oligo,31 OPC-Oligo,31 OPC-Oligo,33 Vascular,33 Vascular,33 Vascular,33 Vascular,33 Vascular,33 Vascular,33 Vascular,33 Vascular,34 Immune,34 Immune,34 Immune,34 Immune,34 Immune,34 Immune,34 Immune,34 Immune
cluster_2,,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune,01 IT-ET Glut,02 NP-CT-L6b Glut,06 CTX-CGE GABA,07 CTX-MGE GABA,30 Astro-Epen,31 OPC-Oligo,33 Vascular,34 Immune
source,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
